Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Antigua y Barbuda,ATG,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44400024,12.25899982,12.14599991,12.04599953,11.60599995,11.30900002,11.12199974,10.70499992,10.28100014,10.22999954,9.508999825,9.531000137,9.536000252,9.362000465,9.31000042,9.496999741,9.324999809,9.309000015,8.895999908,8.612999916,8.531000137,8.359999657,8.298999786,8.109000206,7.65899992,7.903999805,7.627999783,8.149000168,8.088999748,8.015000343
Austria,AUT,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.09499931,17.86300087,17.37599945,17.19199944,17.51300049,15.57900047,14.60099983,14.22799969,14,14.15999985,13.80099964,12.95800018,13.06900024,13.28999996,12.89799976,13.41100025,12.97599983,12.26099968,11.41499996,11.47000027,12.44900036,12.65699959,13.00699997,12.6960001,12.13899994,11.97900009,11.40400028,11.86100006,11.7159996,11.55500031
Azerbaiyán,AZE,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.409999847,9.152999878,8.845999718,8.467000008,8.144000053,8.095999718,7.862999916,7.808000088,7.804999828,7.514999866,7.218999863,7.478000164,7.887000084,8.277000427,8.671999931,4.040999889,3.737999916,6.066999912,5.534999847,6.096000195,6.173999786,6.19299984,6.012000084,6.156000137,5.876999855,6.019000053,5.980000019,5.947999954,6.053999901,6.118000031
Burundi,BDI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9049999714,0.8889999986,0.8550000191,0.824000001,0.7810000181,0.7400000095,0.7129999995,0.6980000138,0.6669999957,0.6359999776,0.6169999838,0.6069999933,0.5899999738,0.5870000124,0.5519999862,0.5410000086,0.5230000019,0.5180000067,0.5080000162,0.5009999871,0.4900000095,0.4819999933,0.4810000062,0.4699999988,0.4429999888,0.425999999,0.4120000005,0.4009999931,0.3880000114,0.3779999912
Bélgica,BEL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88399982,15.46399975,14.11499977,14.20100021,13.58100033,13.27700043,13.24300003,12.75699997,11.42000008,11.65699959,11.80000019,12.46800041,11.5880003,10.84700012,11.32199955,10.73600006,11.01000023,10.27999973,9.711999893,10.07299995,9.670999527,8.630000114,8.569999695,8.315999985,8.359999657,8.170999527,8.57199955,8.548000336,8.411000252,8.31499958
Benin,BEN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.80500031,21.65699959,21.5340004,21.34900093,21.21199989,21.08600044,20.95700073,20.70999908,20.55500031,20.36599922,20.15600014,19.95700073,19.61700058,19.35499954,19.00200081,18.73999977,18.50399971,18.20999908,17.89699936,17.55500031,17.27199936,17.08099937,17.04400063,16.9659996,16.78000069,16.66399956,16.61700058,16.58300018,16.52899933,16.48500061
Burkina Faso,BFA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.363999844,4.389999866,4.480999947,4.574999809,5.118999958,5.775000095,6.420000076,7.15199995,7.943999767,8.552000046,9.532999992,10.5170002,11.91600037,13.15799999,14.73999977,16.34900093,17.94000053,19.88500023,21.59900093,23.61700058,25.83499908,28.10700035,30.26399994,32.5909996,32.83599854,33.1609993,33.41199875,33.63000107,33.70899963,33.75099945
Bangladesh,BGD,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.748000145,7.743999958,7.714000225,7.670000076,7.59800005,7.456999779,7.53000021,7.684000015,8.043000221,8.644000053,8.890999794,9.352000237,9.93900013,10.65400028,11.53299999,12.47900009,12.52600002,12.65499973,12.8409996,13.02299976,13.43200016,13.89599991,14.38099957,14.80099964,15.36400032,15.91499996,16.75699997,17.25699997,17.77799988,18.28499985
Bulgaria,BGR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.27000046,35.27899933,33.91699982,33.01499939,32.32699966,31.13699913,30.46699905,29.76099968,28.40099907,27.26199913,28.84199905,28.80599976,27.9829998,28.52599907,28.8390007,28.01799965,28.48500061,28.62999916,26.81999969,24.07099915,23.90699959,25.08799934,23.83399963,23.21299934,22.74099922,22.36899948,22.54000092,22.40299988,22.24600029,22.05999947
Bahrein,BHR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.277999878,7.677999973,8.196000099,8.831000328,9.5,10.00199986,10.64599991,11.18799973,11.86600018,12.64999962,13.40100002,12.41100025,11.52400017,10.78800011,10.23200035,9.81499958,9.512000084,9.331000328,8.954000473,9.043000221,8.951999664,8.982000351,9.055000305,9.159000397,9.201999664,9.13599968,9.050999641,8.873999596,8.701000214,8.56000042
Bahamas,BHS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.138000011,5.087999821,4.808000088,5.245999813,5.316999912,5.708000183,5.880000114,5.323999882,5.446000099,5.782000065,6.119999886,4.282000065,5.492000103,5.103000164,5.052999973,5.059000015,5.376999855,4.160999775,3.625999928,3.582000017,3.453000069,3.424999952,3.296999931,3.256000042,3.055999994,3.007999897,2.984999895,3.029000044,2.934000015,2.904999971
Bosnia y Herzegovina,BIH,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30999947,19.19599915,19.12800026,19.08499908,19.11000061,19.34000015,19.41300011,19.40399933,18.90999985,18.47999954,18.23500061,18,17.81699944,17.77400017,17.77099991,17.84700012,18.05599976,18.52400017,16.38500023,16.29899979,16.30200005,16.72500038,16.5890007,16.13800049,17.06599998,17.88100052,18.01600075,17.92499924,17.98600006,17.93899918
Belarús,BLR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29199982,25.03899956,24.74699974,24.38599968,24.09499931,23.91600037,23.76499939,23.56399918,23.29899979,23.00699997,22.72599983,22.59000015,22.44300079,22.45499992,22.41500092,22.36300087,22.29400063,22.3010006,21.9640007,21.8409996,21.74099922,21.46100044,21.09900093,20.79199982,20.33699989,19.86300087,19.7140007,19.06399918,18.79199982,18.52799988
Belice,BLZ,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79300022,12.63000011,12.87300014,11.85599995,9.135000229,10.25,14.99800014,10.59399986,11.69200039,11.62800026,11.31799984,11.04399967,10.78199959,10.52700043,10.27200031,10.26000023,10.01599979,9.843000412,9.465000153,9.262000084,9.092000008,8.777999878,8.437999725,8.144000053,7.995999813,9.31499958,9.265000343,9.293999672,9.331999779,9.331000328
Bermudas,BMU,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29199982,12.20300007,12.10499954,12,11.90699959,11.73999977,11.44799995,11.29199982,11.20400047,9.680999756,8.979000092,10.70899963,10.89700031,10.90600014,10.68500042,10.00599957,9.081999779,10.89999962,10.56700039,10.59300041,10.70100021,10.77900028,10.00800037,9.668999672,10.98600006,10.27000046,9.779000282,10.20199966,10.16800022,10.11200047
Brasil,BRA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29399967,15.03899956,14.91100025,14.7869997,14.51799965,14.4630003,14.3409996,13.97299957,13.87300014,13.43400002,12.98900032,12.80700016,12.89700031,13.02400017,13.38500023,13.13300037,13.30000019,13.68500042,13.31400013,12.6079998,11.89999962,12.61800003,12.21700001,11.94200039,11.65999985,10.76900005,10.68500042,10.75399971,10.47599983,10.27499962
Barbados,BRB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52999973,12.44299984,12.2510004,11.23600006,12.52000046,11.0909996,11.31099987,11.52600002,11.09300041,10.45499992,9.835000038,9.873999596,8.888999939,8.276000023,7.664999962,6.940999985,7.263000011,7.311999798,7.769000053,8.744999886,8.546999931,9.053999901,9.55300045,9.86400032,9.68999958,9.362000465,9.321000099,9.208999634,9.069999695,8.968999863
Brunei Darussalam,BRN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.876999855,8.977999687,9.053999901,9.090999603,9.267000198,9.376999855,9.579000473,9.647000313,9.663000107,9.878000259,9.913999557,9.94299984,10.01200008,10.09399986,10.18799973,10.20800018,10.25,10.45199966,10.44099998,10.46899986,10.61299992,10.70600033,10.80300045,10.9090004,10.28600025,9.710000038,9.168000221,9.086999893,9.031000137,8.930000305
Bhután,BTN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.429999828,4.446000099,4.434000015,4.46600008,4.413000107,4.397999763,4.389999866,4.462999821,4.578999996,5.013000011,5.741000175,6.119999886,5.915999889,6.393000126,6.210999966,5.630000114,5.632999897,5.802999973,6.349999905,6.721000195,8.612999916,9.395000458,10.25699997,8.406999588,9.236000061,9.524999619,9.612000465,9.916999817,10.16800022,10.44200039
Botswana,BWA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56399918,19.55200005,19.37700081,19.35300064,19.45700073,19.56200027,16.94400024,15.93400002,15.04500008,14.27700043,14.86800003,15.6079998,16.4090004,15.07499981,13.68200016,12.68099976,12.09799957,11.25899982,10.4119997,10.32999992,10.21700001,10.17300034,10.22599983,10.0909996,9.963000298,9.80300045,9.720999718,9.626000404,9.529000282,9.437000275
República Centroafricana,CAF,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.262000084,4.151000023,4.085999966,4.040999889,4.046999931,3.911000013,3.86500001,3.834000111,3.743999958,3.602999926,3.563999891,3.512000084,3.346999884,3.321000099,3.234999895,3.221999884,3.20600009,3.183000088,3.207000017,3.190000057,3.180000067,3.171999931,2.786000013,2.697000027,2.687000036,2.700999975,2.698999882,2.698999882,2.687999964,2.683000088
Canadá,CAN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81799984,11.64299965,10.90200043,10.88099957,11.2510004,11.09200001,11.41499996,11.43900013,11.48799992,11.44699955,11.3039999,11.50199986,11.32999992,11.31799984,10.79800034,10.46000004,10.20699978,9.708000183,8.93999958,8.543999672,8.975999832,8.998000145,8.729000092,8.607000351,8.550999641,8.524999619,8.489999771,8.472999573,8.392999649,8.324999809
Europa Central y del Báltico,CEB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98382102,28.12483098,26.89667433,25.54839621,24.66018289,24.54982725,23.53509737,23.12608517,22.20004114,21.80919871,22.1537686,22.38970693,22.10532174,22.52253963,21.80303352,21.79481199,21.73440918,21.5474594,19.87627424,18.75850638,18.99683114,18.79094443,18.52945898,18.82217143,18.68597292,19.04771268,19.37287093,19.45129815,19.36320907,19.25351189
Suiza,CHE,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53199959,14.88599968,14.42500019,15.16100025,15.36200047,15.04899979,13.89900017,12.86699963,12.61100006,12.40600014,12.33699989,11.67300034,11.22999954,11.29800034,11.00699997,11.19299984,10.72999954,11.41100025,10.77000046,10.7130003,10.40400028,10.30300045,10.64700031,10.57800007,10.09700012,9.88599968,10.14099979,9.854999542,9.670999527,9.527000427
Islas del Canal,CHI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65200043,20.44300079,20.28499985,20.20599937,19.97800064,19.68300056,19.47500038,19.19799995,18.93600082,18.7140007,18.05500031,17.47400093,16.81399918,16.28000069,15.8210001,15.53600025,15.22900009,14.64099979,13.85499954,13.47000027,13.01399994,12.66399956,12.34899998,12.07400036,11.7840004,11.45899963,11.12300014,10.76500034,10.46000004,10.21000004
Chile,CHL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90400028,15.1239996,16.14999962,14.91899967,14.62800026,14.99800014,14.46700001,13.89799976,12.65799999,12.34500027,12.99400043,12.11100006,11.85599995,12.30300045,11.59799957,11.38700008,10.98900032,11.4630003,10.8039999,10.27099991,10.48900032,10.78100014,10.65400028,10.75399971,11.22599983,11.13399982,10.83600044,10.21800041,10.03899956,9.878000259
China,CHN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70499992,24.93099976,25.62000084,25.87899971,26.14100075,26.59300041,26.63699913,26.21800041,25.41600037,24.5739994,24.05800056,22.68899918,22.58399963,23.41399956,24.50300026,25.65600014,26.97400093,27.09700012,27.34000015,27.93400002,28.47299957,28.99699974,28.54700089,28.10199928,27.09799957,26.49099922,25.58099937,25.45199966,25.29599953,25.13899994
Côte d'Ivoire,CIV,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17099953,14.01500034,13.84599972,13.65999985,13.54699993,13.43700027,13.29500008,13.1239996,12.9119997,12.61100006,12.32800007,12.05000019,11.80799961,11.63799953,11.47900009,11.35200024,11.24400043,11.19299984,11.17000008,11.11200047,10.97200012,11.10499954,11.37899971,10.83500004,10.50699997,10.3409996,10.30900002,10.47399998,10.61699963,10.75
Camerún,CMR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785999775,7.686999798,7.548999786,7.480999947,7.436999798,7.401000023,7.385000229,7.392000198,7.412000179,7.506000042,7.820000172,7.578999996,7.631999969,7.954999924,8.354999542,8.87899971,9.475000381,9.583000183,9.701999664,9.821000099,9.977000237,10.16600037,10.39099979,10.60499954,10.78100014,10.93099976,11.04800034,11.15600014,11.24199963,11.31999969
"Congo, República Democrática del",COD,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.922999859,4.754000187,4.585000038,4.43599987,4.34499979,4.247000217,4.081999779,3.950999975,3.724999905,3.480999947,3.463999987,3.375999928,3.326999903,3.321000099,3.289999962,3.267999887,3.29399991,3.290999889,3.292000055,3.269999981,3.285000086,3.312000036,3.367000103,3.440000057,3.493000031,3.480999947,3.473999977,3.493999958,3.486000061,3.471999884
"Congo, República del",COG,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78000069,26.59600067,26.3579998,26.08300018,25.89299965,25.70100021,25.39800072,25.20299911,24.82299995,24.7159996,24.45000076,24.23600006,23.93799973,23.73600006,23.6590004,23.5510006,23.20100021,23.10899925,23.04700089,22.97999954,22.80500031,22.63500023,22.45299911,22.32799911,22.12899971,21.81200027,21.48600006,21.26499939,21.12199974,20.97699928
Colombia,COL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23800087,19.07600021,18.92000008,18.74399948,18.6060009,18.36599922,18.15399933,17.89599991,17.54100037,17.3579998,17.21999931,16.97999954,16.79299927,16.60899925,16.41500092,16.29000092,16.18300056,15.98900032,15.875,15.86200047,16.0720005,15.95899963,14.73200035,14.3380003,13.9989996,13.32199955,13.96199989,14.86200047,14.71700001,14.64700031
Comoras,COM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6420002,14.63500023,14.50199986,14.17099953,14.04100037,13.75199986,13.60599995,13.35499954,13.10999966,13.2159996,12.94699955,12.70300007,12.46199989,12.21199989,12.00800037,11.82299995,11.53199959,11.36200047,11.22900009,11.09200001,10.98200035,10.81700039,10.75,10.57400036,10.36800003,10.22200012,10.09899998,9.968999863,9.798000336,9.727999687
Cabo Verde,CPV,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42800045,10.52999973,10.60299969,10.77400017,10.93700027,11.09899998,11.25899982,11.45899963,11.64500046,11.89099979,11.92199993,12.04100037,12.11499977,12.29300022,12.37800026,12.44900036,12.57499981,12.63099957,12.53100014,12.43400002,12.3920002,12.28999996,12.19900036,12.10700035,11.99699974,11.93099976,11.88099957,11.14099979,11.07199955,11.00899982
Costa Rica,CRI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52099991,23.28700066,21.5359993,21.6079998,20.0739994,18.12599945,17.25499916,17.64599991,17.2859993,16.37700081,17.14800072,14.97599983,14.43999958,13.12100029,12.60000038,12.76099968,12.89299965,13.00300026,12.03199959,11.22000027,10.41699982,9.526000023,8.06799984,9.642000198,9.62899971,9.104999542,9.907999992,10.9989996,10.90799999,10.84799957
Estados pequeos del Caribe,CSS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00563192,12.58328941,12.49466756,12.41252245,12.50433998,12.16114449,11.33875649,10.6359692,9.964482358,9.325517237,8.962503778,9.159707217,8.839893507,8.854713506,8.998735591,8.562524712,8.572631625,8.708639553,8.459182151,8.571839089,8.541966806,8.386799475,8.118348708,7.991267738,7.857043322,7.914530761,7.865818362,7.758066726,7.690870931,7.648268123
Cuba,CUB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19400024,21.80699921,20.54800034,18.83799934,15.99400043,16.00099945,16.0189991,14.81299973,13.79399967,13.81000042,13.47299957,13.11900043,12.85700035,12.69200039,12.61100006,12.55500031,12.3760004,11.89799976,11.71000004,11.54800034,12.08100033,13.53800011,11.37800026,10.89000034,10.90799999,10.63700008,10.51299953,10.35700035,10.2159996,10.08500004
Curacao,CUW,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Caimán,CYM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipre,CYP,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71299934,23.28199959,20.44099998,18.64900017,17.84199905,16.70100021,15.68200016,14.80000019,13.87199974,12.98499966,12.34000015,11.93599987,11.11999989,10.47599983,10.35299969,10.03199959,9.479999542,9.618000031,9.467000008,9.199999809,8.420999527,8.345000267,7.311999798,7.045000076,6.322000027,6.40899992,6.900000095,6.369999886,6.214000225,6.120999813
República Checa,CZE,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.97800064,33.77199936,32.52299881,31.40099907,30.72999954,30.29299927,29.31800079,29.01099968,28.0340004,27.21500015,28.36100006,27.84199905,27.28000069,26.7859993,26.48600006,27.02300072,26.80900002,26.73699951,24.06299973,23.20199966,23.88999939,23.33499908,22.91300011,23.59799957,23.74799919,24.1439991,24.21800041,23.93199921,23.65999985,23.43300056
Alemania,DEU,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89900017,21.49300003,20.92399979,20.62000084,20.20400047,19.42000008,18.88699913,18.8920002,18.48500061,18.27400017,17.875,17.61100006,16.91600037,17.00499916,16.01399994,16.01199913,15.95100021,15.00599957,14.56099987,14.26500034,14.18900013,14.15699959,14.00699997,14.16300011,13.8579998,13.79800034,13.85499954,13.94699955,13.69200039,13.49300003
Djibouti,DJI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1260004,9.968000412,9.744999886,9.550000191,9.315999985,9.050999641,8.80300045,8.552000046,8.375,8.135000229,7.922999859,7.761000156,7.610000134,7.477000237,7.364999771,7.285999775,7.231999874,7.195000172,7.105999947,7.077000141,7.105999947,7.118999958,7.15500021,7.208000183,7.284999847,7.34800005,7.394999981,7.448999882,7.501999855,7.552999973
